thisRow.t,notes,trial_num,participant,session,phase,cue_color,target_difficulty,trial_index_within_staircase,prop_used,stimulus_logit,staircase_id,accuracy,is_timeout,rt_choice,early_response,true_shape,resp_shape,quest_alpha_mean,quest_alpha_sd,quest_beta_mean,quest_beta_sd,quest_lambda_mean,quest_lambda_sd,angle_bias,applied_angle_bias,trials_completed_this_staircase,alpha_sd_current,mean_evidence,sum_evidence,var_evidence,rt_frame,num_frames_preRT,mean_evidence_preRT,sum_evidence_preRT,var_evidence_preRT,cum_evidence_preRT,max_cum_evidence_preRT,min_cum_evidence_preRT,max_abs_cum_evidence_preRT,prop_positive_evidence_preRT,difficulty_type,trial_index_within_type,threshold_source,s_threshold_60pct,s_threshold_80pct,cue_difficulty_prediction,actual_difficulty_level,target_percentage,confidence_rating,agency_rating,s_threshold_70pct,participant,session,learning_order,counterbalance_index,
,,26,1996s,001,calibration_interleaved,black,unknown,13,0.347354013008391,-0.6306903787402434,90,1,False,3.5051415998023003,True,square,square,nan,0.4610229068468339,nan,nan,nan,nan,90,-90,13,0.4610229068468339,4.640847235417351,983.8596139084784,273.356583842222,212,212,4.640847235417351,983.8596139084784,273.356583842222,983.8596139084784,983.8596139084789,-185.88451112255075,983.8596139084789,0.5377358490566038,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,27,1996s,001,calibration_interleaved,black,unknown,14,0.347354013008391,-0.6306903787402434,0,1,False,3.271425100043416,True,square,square,nan,0.5792055175834918,nan,nan,nan,nan,0,0,14,0.5792055175834918,5.068827621852161,1003.6278691267278,360.72357795106495,198,198,5.068827621852161,1003.6278691267278,360.72357795106495,1003.6278691267278,1234.5135154845761,-3.0169553984529656,1234.5135154845761,0.5909090909090909,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,28,1996s,001,calibration_interleaved,black,unknown,14,0.29156950079727495,-0.887773556565376,90,0,False,4.5379017000086606,True,dot,square,nan,0.43771108807636433,nan,nan,nan,nan,90,-90,14,0.43771108807636433,3.1054587823034674,850.89570635115,323.6912104813928,274,274,3.1054587823034674,850.89570635115,323.6912104813928,850.89570635115,1056.8819106243768,-47.235517325983444,1056.8819106243768,0.5401459854014599,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,29,1996s,001,calibration_interleaved,black,unknown,15,0.347354013008391,-0.6306903787402434,0,1,False,1.4027776999864727,True,dot,dot,nan,0.5841085329841216,nan,nan,nan,nan,0,0,15,0.5841085329841216,3.085824515814073,265.38090836001027,311.86504793878044,86,86,3.085824515814073,265.38090836001027,311.86504793878044,265.38090836001027,307.01485648613584,-195.8453692766796,307.01485648613584,0.6046511627906976,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,30,1996s,001,calibration_interleaved,black,unknown,15,0.40766968306220214,-0.37360720091511007,90,1,False,2.5660090998280793,True,dot,dot,-0.810668278347412,0.40579150342047854,3.481654645530447,2.137148299814084,0.025138060381903457,0.021310744106951038,90,-90,15,0.40579150342047854,4.370304646242505,681.7675248138307,88.01355022444368,156,156,4.370304646242505,681.7675248138307,88.01355022444368,681.7675248138307,681.851778946668,10.890990397015635,681.851778946668,0.6089743589743589,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,31,1996s,001,calibration_interleaved,black,unknown,16,0.29156950079727495,-0.887773556565376,0,1,False,2.7047023999039084,True,dot,dot,nan,0.5979695568767397,nan,nan,nan,nan,0,0,16,0.5979695568767397,2.363756563669492,387.6560764417967,232.93800485920576,164,164,2.363756563669492,387.6560764417967,232.93800485920576,387.6560764417967,417.89412872159056,-172.48950671559172,417.89412872159056,0.4146341463414634,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,32,1996s,001,calibration_interleaved,black,unknown,16,0.40766968306220214,-0.37360720091511007,90,0,False,2.438635899918154,True,dot,square,nan,0.47200566444904374,nan,nan,nan,nan,90,90,16,0.47200566444904374,6.540434034630185,967.9842371252674,283.3839474252708,148,148,6.540434034630185,967.9842371252674,283.3839474252708,967.9842371252674,967.9842371252679,17.874215039909423,967.9842371252679,0.5878378378378378,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,33,1996s,001,calibration_interleaved,black,unknown,17,0.29156950079727495,-0.887773556565376,0,0,False,1.6712557999417186,True,dot,square,nan,0.4976249119209553,nan,nan,nan,nan,0,0,17,0.4976249119209553,3.822134627659691,389.8577320212885,369.4962366042749,102,102,3.822134627659691,389.8577320212885,369.4962366042749,389.8577320212885,498.6992561517179,26.682592036615347,498.6992561517179,0.45098039215686275,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,34,1996s,001,calibration_interleaved,black,unknown,17,0.47090191089840744,-0.11652402308997703,90,1,False,1.7869525998830795,True,square,square,nan,0.43198154067401495,nan,nan,nan,nan,90,-90,17,0.43198154067401495,8.45255789310029,921.3288103479315,199.4211117945934,109,109,8.45255789310029,921.3288103479315,199.4211117945934,921.3288103479315,921.3288103479313,30.458543339184203,921.3288103479313,0.6146788990825688,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,35,1996s,001,calibration_interleaved,black,unknown,18,0.40766968306220214,-0.37360720091511007,0,1,False,3.5042351000010967,True,dot,dot,nan,0.48474636469110566,nan,nan,nan,nan,0,0,18,0.48474636469110566,4.554365750811019,965.5255391719361,354.82229580781103,212,212,4.554365750811019,965.5255391719361,354.82229580781103,965.5255391719361,985.3168494474323,-2.7623430470721666,985.3168494474323,0.49528301886792453,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,36,1996s,001,calibration_interleaved,black,unknown,18,0.47090191089840744,-0.11652402308997703,90,1,False,1.5207235999405384,True,square,square,nan,0.3992819475681805,nan,nan,nan,nan,90,-90,18,0.3992819475681805,6.885331958397743,640.3358721309901,343.436176383685,93,93,6.885331958397743,640.3358721309901,343.436176383685,640.3358721309901,771.8178318930941,4.821239782816765,771.8178318930941,0.4731182795698925,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,37,1996s,001,calibration_interleaved,black,unknown,19,0.40766968306220214,-0.37360720091511007,0,1,False,3.257260600104928,True,square,square,nan,0.4713460398253412,nan,nan,nan,nan,0,0,19,0.4713460398253412,3.9333792112745067,774.8757046210778,315.19843449834707,197,197,3.9333792112745067,774.8757046210778,315.19843449834707,774.8757046210778,900.3655809369741,-75.8579272752726,900.3655809369741,0.5076142131979695,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,38,1996s,001,calibration_interleaved,black,unknown,19,0.40766968306220214,-0.37360720091511007,90,1,False,2.8200129000470042,True,dot,dot,nan,0.3744714731215885,nan,nan,nan,nan,90,-90,19,0.3744714731215885,7.279007975968676,1244.7103638906435,318.6332669623001,171,171,7.279007975968676,1244.7103638906435,318.6332669623001,1244.7103638906435,1244.7103638906426,23.746421465089128,1244.7103638906426,0.6081871345029239,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,39,1996s,001,calibration_interleaved,black,unknown,20,0.347354013008391,-0.6306903787402434,0,0,False,2.671876500127837,True,dot,square,nan,0.42376487434057764,nan,nan,nan,nan,0,0,20,0.42376487434057764,1.980404626047024,320.8255494196179,436.8974623984547,162,162,1.980404626047024,320.8255494196179,436.8974623984547,320.8255494196179,677.6950884025216,29.13996050256335,677.6950884025216,0.5061728395061729,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,40,1996s,001,calibration_interleaved,black,unknown,20,0.40766968306220214,-0.37360720091511007,90,1,False,3.854716300033033,True,square,square,-0.7594597324821677,0.3541363292717565,3.281294606518335,2.0027124125498887,0.025829422500738136,0.021421388242890232,90,90,20,0.3541363292717565,4.719329032370602,1099.6036645423503,193.55509264827438,233,233,4.719329032370602,1099.6036645423503,193.55509264827438,1099.6036645423503,1099.6036645423505,-19.1514215043535,1099.6036645423505,0.4334763948497854,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,41,1996s,001,calibration_interleaved,black,unknown,21,0.47090191089840744,-0.11652402308997703,0,0,False,3.571987499948591,True,dot,square,nan,0.4395957911630838,nan,nan,nan,nan,0,0,21,0.4395957911630838,7.552193633681914,1631.2738248752935,72.51867790293893,216,216,7.552193633681914,1631.2738248752935,72.51867790293893,1631.2738248752935,1727.6513923050154,16.28337469644222,1727.6513923050154,0.7407407407407407,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,42,1996s,001,calibration_interleaved,black,unknown,21,0.347354013008391,-0.6306903787402434,90,1,False,1.5878291998524219,True,dot,dot,nan,0.34173795001201385,nan,nan,nan,nan,90,-90,21,0.34173795001201385,4.580720070328402,444.32984682185497,283.5428253943572,97,97,4.580720070328402,444.32984682185497,283.5428253943572,444.32984682185497,444.3298468218549,-144.52345389630932,444.3298468218549,0.5567010309278351,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,43,1996s,001,calibration_interleaved,black,unknown,22,0.5350820483873121,0.14055915473515587,0,1,False,2.8380613999906927,True,square,square,nan,0.41725806966503876,nan,nan,nan,nan,0,0,22,0.41725806966503876,13.751821126669896,2365.313233787222,126.47171160573548,172,172,13.751821126669896,2365.313233787222,126.47171160573548,2365.313233787222,2365.313233787223,16.12646784638313,2365.313233787223,0.8953488372093024,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,44,1996s,001,calibration_interleaved,black,unknown,22,0.347354013008391,-0.6306903787402434,90,0,False,4.036530399927869,True,square,dot,nan,0.3447716525170828,nan,nan,nan,nan,90,90,22,0.3447716525170828,4.461690562062374,1088.6524971432193,237.98160292764143,244,244,4.461690562062374,1088.6524971432193,237.98160292764143,1088.6524971432193,1260.3969011888457,-153.686613756744,1260.3969011888457,0.4713114754098361,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,45,1996s,001,calibration_interleaved,black,unknown,23,0.5350820483873121,0.14055915473515587,0,1,False,1.504081399878487,True,square,square,nan,0.3975762967489541,nan,nan,nan,nan,0,0,23,0.3975762967489541,11.527749453586852,1060.5529497299904,314.10146492862356,92,92,11.527749453586852,1060.5529497299904,314.10146492862356,1060.5529497299904,1060.5529497299906,19.479964612650893,1060.5529497299906,0.6304347826086957,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,46,1996s,001,calibration_interleaved,black,unknown,23,0.40766968306220214,-0.37360720091511007,90,1,False,1.770593099994585,True,square,square,nan,0.3256455033126193,nan,nan,nan,nan,90,-90,23,0.3256455033126193,5.155422182696576,561.9410179139268,274.2040833279567,109,109,5.155422182696576,561.9410179139268,274.2040833279567,561.9410179139268,561.9410179139269,-116.72063347756982,561.9410179139269,0.5871559633027523,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,47,1996s,001,calibration_interleaved,black,unknown,24,0.47090191089840744,-0.11652402308997703,0,1,False,2.054725400172174,True,dot,dot,nan,0.38291942621433356,nan,nan,nan,nan,0,0,24,0.38291942621433356,5.567115737078954,695.8894671348692,327.10444026671047,125,125,5.567115737078954,695.8894671348692,327.10444026671047,695.8894671348692,803.8939999047691,-60.81544050497821,803.8939999047691,0.568,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,48,1996s,001,calibration_interleaved,black,unknown,24,0.40766968306220214,-0.37360720091511007,90,nan,True,nan,False,dot,timeout,nan,0.3256455033126193,nan,nan,nan,nan,90,-90,24,0.3256455033126193,7.531114309886475,2266.865407275829,390.84036041105776,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,49,1996s,001,calibration_interleaved,black,unknown,25,0.47090191089840744,-0.11652402308997703,0,0,False,1.6548264999873936,True,dot,square,nan,0.3872649017334183,nan,nan,nan,nan,0,0,25,0.3872649017334183,8.241401127633814,832.3815138910152,233.08255693232115,101,101,8.241401127633814,832.3815138910152,233.08255693232115,832.3815138910152,832.381513891015,1.9028655568778141,832.381513891015,0.5742574257425742,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,50,1996s,001,calibration_interleaved,black,unknown,25,0.40766968306220214,-0.37360720091511007,90,1,False,3.022187299793586,True,dot,dot,-0.7253295367499373,0.31005973866544545,3.284020551846744,1.9918621338752664,0.026011123781689745,0.02144379250348976,90,90,25,0.31005973866544545,5.521634574934006,1010.459127212923,318.0063720914725,183,183,5.521634574934006,1010.459127212923,318.0063720914725,1010.459127212923,1067.3809883350605,17.722638828943587,1067.3809883350605,0.4972677595628415,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,51,1996s,001,calibration_interleaved,black,unknown,26,0.5350820483873121,0.14055915473515587,0,1,False,2.4206762998364866,True,square,square,nan,0.37050959976463316,nan,nan,nan,nan,0,0,26,0.37050959976463316,11.343620888597005,1667.5122706237598,216.73376328197588,147,147,11.343620888597005,1667.5122706237598,216.73376328197588,1667.5122706237598,1667.9804237700469,36.24822117629557,1667.9804237700469,0.7006802721088435,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,52,1996s,001,calibration_interleaved,black,unknown,26,0.347354013008391,-0.6306903787402434,90,0,False,3.789518899982795,True,dot,square,nan,0.31425900252746153,nan,nan,nan,nan,90,90,26,0.31425900252746153,6.322151933933833,1447.7727928708478,178.07914205170366,229,229,6.322151933933833,1447.7727928708478,178.07914205170366,1447.7727928708478,1454.1745134422645,-24.36178751128933,1454.1745134422645,0.6069868995633187,,,,,,,,,,,,1996s,001,"[90, 0]",3,
,,53,1996s,001,calibration_interleaved,black,unknown,27,0.5350820483873121,0.14055915473515587,0,0,False,2.4047538000158966,True,dot,square,nan,0.3914352333634479,nan,nan,nan,nan,0,0,27,0.3914352333634479,8.777590661343877,1281.5282365562061,146.64894423791688,146,146,8.777590661343877,1281.5282365562061,146.64894423791688,1281.5282365562061,1281.5282365562061,29.27290189321958,1281.5282365562061,0.5273972602739726,,,,,,,,,,,,1996s,001,"[90, 0]",3,
